registrationid,vendorid,VendorBids_Code,VendorBids_Name,VendorBids_Email,VendorBids_City,VendorBids_State,EDS_VendorId,EDS_Code,EDS_Name,EDS_Email,EDS_City,EDS_State,VendorBids_Status,EDS_Status
10176,10176,,Soffe,,,  ,10176,,,,,,Inactive,Inactive
2423,10173,2457,SOFTBALL JUNK CO.,sportjunk@gmail.com,ARLINGTON,TX,10173,2457,SOFTBALL JUNK CO.,sportjunk@gmail.com,ARLINGTON,TX,Active,Active
10173,10173,,SOFTBALL JUNK CO.,sportjunk@gmail.com,ARLINGTON,TX,10173,2457,SOFTBALL JUNK CO.,sportjunk@gmail.com,ARLINGTON,TX,Active,Active
9966,9966,,softball sales,,,  ,9966,,,,,,Inactive,Inactive
10284,10284,,Softball Sales,,San Antonio,TX,10284,,,,San Antonio,TX,Inactive,Inactive
16113,1711516,9763,Softchoice,alysha.dossa@softchoice.com,Chicago,IL,1711516,9763,Softchoice,alysha.dossa@softchoice.com,Chicago,IL,Active,Active
6528,6528,7513,SOFTMART,,DOWNINGTOWN,PA,6528,7513,SOFTMART,,DOWNINGTOWN,PA,Active,Active
7253,7253,8665,SOFTMART GOVERMENT SVCS,,BRICK,NJ,7253,8665,SOFTMART GOVERMENT SVCS,,,,Inactive,Inactive
13708,14856,5392,"SOFTNETWORKS, INC.",,WHIPPANY,NJ,14856,5392,"SOFTNETWORKS, INC.",janine@softnetworks.net,WHIPPANY,NJ,Active,Active
4499,4499,4570,SOFTWARE EXPRESS,,CHARLOTTE,NC,4499,4570,SOFTWARE EXPRESS,,CHARLOTTE,NC,Active,Active
2905,2905,2942,SOFTWARE EXPRESS,,CHARLOTTE,NC,2905,2942,SOFTWARE EXPRESS,,CHARLOTTE,NC,Inactive,Inactive
7128,7128,8522,SOFTWARE HOUSE INTERNATIONAL,,COLD SPRINGS,NY,7128,8522,SOFTWARE HOUSE INTERNATIONAL,,COLD SPRINGS,NY,Active,Active
13572,14461,5311,SOLARBOTICS LTD.,info@solarbotics.com,"CALGARY, CANADA",  ,14461,5311,SOLARBOTICS LTD.,info@solarbotics.com,"CALGARY, CANADA",  ,Active,Active
16136,1711539,T873,SolarMax LED,lchen@solarmaxtech.com,Riverside,CA,1711539,T873,SolarMax LED,lchen@solarmaxtech.com,Riverside,CA,Active,Active
8610,8610,4811,SOLID STATE ENGINEERING PRODUC,SSEPCWAYNE@Aol.com,RIDGEFIELD,CT,8610,4811,SOLID STATE ENGINEERING PRODUCT,SSEPCWAYNE@Aol.com,RIDGEFIELD,CT,Inactive,Inactive
2091,2091,2110,SOLO SUPPLIES INC.,,BROOKLYN,NY,2091,2110,SOLO SUPPLIES INC.,solosupplies@yahoo.com,BROOKLYN,NY,Active,Active
4910,4910,5405,SOLS AMBRIDGE,,ST. AMBRIDGE,PA,4910,5405,SOLS AMBRIDGE,,ST. AMBRIDGE,PA,Active,Active
5888,5888,6833,SOLTZ PAINT INC.,egertsen@soltzpaint.com,ATLANTIC CITY,NJ,5888,6833,SOLTZ PAINT INC.,lgash@soltzpaint.com,ATLANTIC CITY,NJ,Active,Active
3319,3319,3341,SOLTZ PAINT& DECORATING CENTER,,SICKLERVILLE,NJ,3319,3341,SOLTZ PAINT& DECORATING CENTER,,SICKLERVILLE,NJ,Active,Active
14990,1566574,8882,SOLUTIONZ INC.,dservello@solutionzinc.com,NEW YORK,NY,1566574,8882,SOLUTIONZ INC.,dservello44@gmail.com,NEW YORK,NY,Inactive,Inactive
417,417,0395,"Solutionz, Inc. dba RTS Solutionz, Inc.",,Mickleton,NJ,417,0395,"Solutionz, Inc. dba RTS Solutionz, Inc.",lmarx@solutionzinc.com,Mickleton,NJ,Active,Active
14643,1432042,8613,"SOLVIX SOLUTIONS, LLC",,MOUNT LAUREL,NJ,1432042,8613,"SOLVIX SOLUTIONS, LLC",bmonetti@solvixsolutions.com,MOUNT LAUREL,NJ,Active,Active
16286,1711794,9907,Soma EdTech LLC,,Massapequa Park,NY,1711794,9907,Soma EdTech LLC,somaedtech@gmail.com,Massapequa Park,NY,Active,Active
7017,7017,8317,"SOME'S UNIFORMS, INC.",,PARAMUS,NJ,7017,8317,"SOME'S UNIFORMS, INC.",,PARAMUS,NJ,Active,Active
1170,1170,1151,SOMERSET SYRUP  & CONCESSION,,EDISON,NJ,1170,1151,SOMERSET SYRUP  & CONCESSION,,EDISON,NJ,Inactive,Inactive
5388,5388,6231,SOMERVILLE LUMBER CO.,,BRIDGEWATER,NJ,5388,6231,SOMERVILLE LUMBER CO.,,BRIDGEWATER,NJ,Inactive,Inactive
13220,14102,R063,"SOMERVILLE NJ SALES & REPAIR ELECTRIC MOTORS, INC.",,SOMERVILLE,NJ,14102,R063,"SOMERVILLE NJ SALES & REPAIR ELECTRIC MOTORS, INC.",nje@verizon.net,SOMERVILLE,NJ,Active,Active
1107,1107,1087,"SOMMER & MACA INDUSTRIES, INC.",,SECAUCUS,NJ,1107,1087,"SOMMER & MACA INDUSTRIES, INC.",,SECAUCUS,NJ,Active,Active
4102,4102,4150,SON'S AUTO SUPPLY,,WESTMONT,NJ,4102,4150,SON'S AUTO SUPPLY,,WESTMONT,NJ,Active,Active
13923,15171,R462,Sonitec Corp dba APi Group Inc.,,Mt. Vernon,NY,15171,R462,Sonitec Corp dba APi Group Inc.,Ben.Barton@wmfps.us,Mt. Vernon,NY,Active,Active
13210,14092,R053,SONITROL SECURITY,,WILMINGTON,DE,14092,R053,SONITROL SECURITY,sfox@sonitrolde.com,WILMINGTON,DE,Active,Active
16170,1711574,T882,Sonitrol Security Systems of Central New Jersey,office@sonitrolnewjersey.com,Hamilton,NJ,1711574,T882,Sonitrol Security Systems of Central New Jersey,office@sonitrolnewjersey.com,Hamilton,NJ,Active,Active
15783,1623554,T688,Sonny Electric Inc. ,ravi@sonnyelectric.com,Kearny,NJ,1623554,T688,Sonny Electric Inc. ,ravi@sonnyelectric.com,Kearny,NJ,Active,Active
9939,9939,F106,SOPRIS WEST                   ,,,,9939,F106,SOPRIS WEST                   ,,,,Active,Active
5385,5385,6228,Sorenson Lumber Inc.,,Glen Cove,NY,5385,6228,Sorenson Lumber Inc.,sales@sorensonlumber.com,Glen Cove,NY,Active,Active
13692,14827,5383,SORINEX EXERCISE EQUIPMENT,richie@sorinex.com,LEXINGTON,SC,14827,5383,SORINEX EXERCISE EQUIPMENT,info@sorinex.com,LEXINGTON,SC,Active,Active
3774,3774,3806,"SOUND APPLICATIONS, LTD.",,BREWSTER,NY,3774,3806,"SOUND APPLICATIONS, LTD.",,BREWSTER,NY,Active,Active
13376,14258,4133,SOUND ASSOCIATES,info@soundassociates.com,YONKERS,NY,14258,4133,SOUND ASSOCIATES,info@soundassociates.com,YONKERS,NY,Active,Active
13429,14312,4913,Sound Attitude,soundattitude@aol.com,Staten Island,NY,14312,4913,Sound Attitude,,Staten Island,NY,Active,Active
6520,6520,7505,"SOUND BUSINESS FORMS, INC.",,FARMINGVILLE,NY,6520,7505,"SOUND BUSINESS FORMS, INC.",,FARMINGVILLE,NY,Active,Active
13456,14339,4941,Sound Stage Systems,karl@soundstagesystems.com,North Haven,CT,14339,4941,Sound Stage Systems,karl@soundstagesystems.com,North Haven,CT,Active,Active
15325,1615075,9211,Soundtrap ,procurement@soundtrap.com,New York,NY,1615075,9211,Soundtrap ,info@soundtrap.ca,New York,NY,Inactive,Inactive
1405,1405,1401,SoundTree/KorgUSA,,Melville,NY,1405,1401,SoundTree/KorgUSA,info@soundtree.com,Melville,NY,Active,Active
15985,1711231,9709,Sour Clothing ,,Vauxhall,NJ,1711231,9709,Sour Clothing ,Sourtees@gmail.com,Vauxhall,NJ,Active,Active
8982,8982,4893,SOURCE AUDIO VISUAL CORP.,,FRANKLIN PARK,NJ,8982,4893,SOURCE AUDIO VISUAL CORP.,,,,Inactive,Inactive
12625,13098,7929,"SOURCE DISTRIBUTORS, INC.",,DALLAS,TX,13098,7929,"SOURCE DISTRIBUTORS, INC.",customerservice@sourcedist.com,DALLAS,TX,Active,Active
16226,1711681,9843,Source International,contracts@shopsourceinternational.com,Sutton ,MA,1711681,9843,Source International,contracts@shopsourceinternational.com,Sutton ,MA,Active,Active
8444,8444,8246,Sourcelinq,,FORT LAUDERDALE,FL,8444,8246,Sourcelinq,,FORT LAUDERDALE,FL,Active,Active
14919,1434582,T242,SOUTH AMBOY PLUMBING SUPPLY,mgbatista@southamboyplumbing.com,SOUTH AMBOY,NJ,1434582,T242,SOUTH AMBOY PLUMBING SUPPLY,mbatista@southamboyplumbing.com,SOUTH AMBOY,NJ,Active,Active
11994,12032,X328,SOUTH JERSEY BOILER,,SEWELL,NJ,12032,X328,SOUTH JERSEY BOILER,timgheen@southjerseyboiler.com,SEWELL,NJ,Active,Active
15188,1614854,T76,South Jersey Elevator ,,,,1614854,T76,South Jersey Elevator ,,,,Active,Active
15189,1614855,T376,South Jersey Elevator ,jbuchanan@sjelevator.com,Blackwood,NJ,1614855,T376,South Jersey Elevator ,w.mcgrath@sjelevator.com,Blackwood,NJ,Active,Active
14034,15407,R512,South Jersey Paint & Glass dba South Jersey Glass ,,Vineland,NJ,15407,R512,South Jersey Paint & Glass dba South Jersey Glass ,nicholasc@sjglass.net,Vineland,NJ,Active,Active
4966,4966,5636,SOUTH JERSEY SPA & POOL SRV.,,EGG HARBOR TOWNSHIP,NJ,4966,5636,SOUTH JERSEY SPA & POOL SRV.,,EGG HARBOR TOWNSHIP,NJ,Active,Active
13360,14243,R182,SOUTH JERSEY TURF CONSULTANTS,,CINNAMINSON,NJ,14243,R182,SOUTH JERSEY TURF CONSULTANTS,perkatrcc@hotmail.com,CINNAMINSON,NJ,Active,Active
14152,15558,L034,South Jersey Water Test LLC,,,,15558,L034,South Jersey Water Test LLC,,,,Active,Active
1445,1445,1442,SOUTH JERSEY WELDING & MEDICAL,,PLEASANTVILLE,NJ,1445,1442,SOUTH JERSEY WELDING & MEDICAL,sales@sjwelding.com,PLEASANTVILLE,NJ,Active,Active
2531,2531,2568,SOUTH JERSEY WELDING SUPPLY,,VINELAND,NJ,2531,2568,South Jersey Welding Supply,sales@sjwelding.com,VINELAND,NJ,Active,Active
6476,6476,7443,SOUTH JERSEY WIPING CLOTH,,VINELAND,NJ,6476,7443,SOUTH JERSEY WIPING CLOTH,,VINELAND,NJ,Active,Active
15281,1614943,9189,South Shore Customs ,,Amityville,NY,1614943,9189,South Shore Customs ,info@southshorecustoms.com,Amityville,NY,Active,Active
2825,2825,2861,SOUTH SHORE OFFICE PRODUCTS ,,ISLIP TERRACE,NY,2825,2861,SOUTH SHORE OFFICE PRODUCTS ,,ISLIP TERRACE,NY,Inactive,Inactive
3374,3374,3395,SOUTH SHORE OUTDOOR,MATT@SOUTHSHOREOUTDOOR.COM,RIVER EDGE,NJ,3374,3395,SOUTH SHORE OUTDOOR,,RIVER EDGE,NJ,Inactive,Inactive
3841,3841,3876,SOUTH SHORE OUTDOOR,,SPARTA,NJ,3841,3876,SOUTH SHORE OUTDOOR,martha@southshoreoutdoor.com,SPARTA,NJ,Active,Active
2326,2326,2359,"SOUTH SHORE OUTDOOR STORE, INC.",martha@southshoreoutdoor.com,BAY SHORE,NY,2326,2359,"SOUTH SHORE OUTDOOR STORE, INC.",michael@southshoreoutdoor.com,BAY SHORE,NY,Inactive,Inactive
3967,3967,4008,"SOUTH SHORE PAPER, INC.",,NEPTUNE CITY,NJ,3967,4008,"SOUTH SHORE PAPER, INC.",,NEPTUNE CITY,NJ,Active,Active
15488,1621039,9354,South Side Printing LLC,,Edison,NJ,1621039,9354,South Side Printing LLC,jenred73@aol.com,Edison,NJ,Active,Active
7539,7539,9378,SOUTH WESTERN PUB.,,CINCINNATI,OH,7539,9378,SOUTH WESTERN PUB.,,CINCINNATI,OH,Active,Active
9940,9940,F107,SOUTH-WESTERN                 ,,,,9940,F107,SOUTH-WESTERN                 ,,,,Active,Active
6677,6677,7664,SOUTHAMPTON LUMBER,,SOUTHAMPTON,NY,6677,7664,SOUTHAMPTON LUMBER,,SOUTHAMPTON,NY,Active,Active
3146,3146,3177,SOUTHEAST CHEMICALS CO.,,FORT LAUDERDALE,FL,3146,3177,SOUTHEAST CHEMICALS CO.,,FORT LAUDERDALE,FL,Active,Active
11921,11959,X255,SOUTHEAST MECHANICAL CORPORATION,,BREWSTER,NY,11959,X255,SOUTHEAST MECHANICAL CORPORATION,smc@southeastmech.com,BREWSTER,NY,Active,Active
4426,4426,4492,SOUTHEASTERN PERFORMANCE,,DOTHAN,AL,4426,4492,SOUTHEASTERN PERFORMANCE,,DOTHAN,AL,Active,Active
14760,1432186,R935,Southern Aluminum ,,Magnolia,AR,1432186,R935,Southern Aluminum ,info@southernaluminum.com,Magnolia,AR,Active,Active
999,999,097B,SOUTHERN BIOLOGICAL SUPPLY CO.,,MCKENZIE,TE,999,097B,SOUTHERN BIOLOGICAL SUPPLY CO.,,MCKENZIE,TE,Active,Active
659,659,0635,SOUTHERN COMPUTER REPAIR,,SUWANEE,GA,659,0635,SOUTHERN COMPUTER REPAIR,,SUWANEE,GA,Inactive,Inactive
5346,5346,6187,"SOUTHERN COMPUTER WAREHOUSE, INC.",,MARIETTA,GA,5346,6187,"Southern Computer Warehouse, Inc.",scwbids@scw.com,MARIETTA,GA,Active,Active
7475,7475,9220,SOUTHERN DUTCHESSNEWS CO.,,WAPPINGERS FALLS,NY,7475,9220,SOUTHERN DUTCHESSNEWS CO.,sdnprint@aol.com,WAPPINGERS FALLS,NY,Active,Active
6771,6771,7769,"SOUTHERN INDUSTRIAL SAND, INC",,WILLIAMSTOWN,NJ,6771,7769,"SOUTHERN INDUSTRIAL SAND, INC",,WILLIAMSTOWN,NJ,Active,Active
4900,4900,5299,SOUTHERN MUSIC CO.,,SAN ANTONIO,TX,4900,5299,SOUTHERN MUSIC CO.,,SAN ANTONIO,TX,Active,Active
993,993,0975,SOUTHERN SCIENTIFIC INC.,,,  ,993,0975,SOUTHERN SCIENTIFIC INC.,,,,Inactive,Inactive
6289,6289,7255,SOUTHERN TIER ATHLETICS,,VESTAL,NY,6289,7255,SOUTHERN TIER ATHLETICS,,VESTAL,NY,Active,Active
8275,8275,8957,SOUTHWEST BINDING & LAMINATING CO.,jchenot@swplastic.com,MARYLAND HEIGHTS,MO,8275,8957,SOUTHWEST BINDING & LAMINATING CO.,sales@swbindinglaminating.com,MARYLAND HEIGHTS,MO,Active,Active
15093,1610727,8986,SOUTHWEST MARKET PRODUCTS LLC,swmpsales@southwestmarketproducts.com,Las Vegas,NV,1610727,8986,SOUTHWEST MARKET PRODUCTS LLC,,Las Vegas,NV,Inactive,Inactive
6899,6899,7913,Southwest Strings,sws@swstrings.com,Tucson,AZ,6899,7913,Southwest Strings,tjohnson@swstrings.com,Tucson,AZ,Active,Active
7733,7733,T041,Southwestern,,Independence,KY,7733,T041,Southwestern,,Independence,KY,Active,Active
7541,7541,937A,SOUTHWESTERN PUBLISHING CO.,,CINCINNATI,OH,7541,937A,SOUTHWESTERN PUBLISHING CO.,,CINCINNATI,OH,Active,Active
1482,1482,1481,SOY ENVIRONMENTAL PRODUCTS,,OVERLAND PARL,KS,1482,1481,SOY ENVIRONMENTAL PRODUCTS,,OVERLAND PARL,KS,Active,Active
6534,6534,7519,SOYKA SMITH DESIGN STUDIOS,,MONTCLAIR,NJ,6534,7519,SOYKA SMITH DESIGN STUDIOS,,MONTCLAIR,NJ,Active,Active
12104,12191,X433,"SPACE AGE ALARMS, INC.",,MT. VERNON,NY,12191,X433,"SPACE AGE ALARMS, INC.",spaceagefuture@yahoo.com,MT. VERNON,NY,Active,Active
3574,3574,3598,SPACE CHEMICAL INC.,,SUFFERN,NY,3574,3598,SPACE CHEMICAL INC.,,SUFFERN,NY,Active,Active
16322,1711847,9924,Spacesaver Corporation,,Fort Atkinson,WI,1711847,9924,Spacesaver Corporation,contracts@spacesaver.com,Fort Atkinson,WI,Active,Active
13971,15159,5730,SPALDING,spaldingcustomerservice@fruit.com,Bowling Green,KY,15159,5730,SPALDING,spaldingcustomerservice@fruit.com,Bowling Green,KY,Active,Active
8788,8788,6779,SPALDING AMERICAN ATHLETIC,,JEFFERSON ,IA,8788,6779,SPALDING AMERICAN ATHLETIC,spaldingcustomerservice@fotlinc.com,JEFFERSON ,IA,Active,Active
13064,13864,1516,"SPANDEX HOUSE, INC.",sales@spandexhouse.com,NEW YORK,NY,13864,1516,"SPANDEX HOUSE, INC.",sales@spandexhouse.com,NEW YORK,NY,Active,Active
15708,12957,9562,SparkFun Electronics,sales@sparkfun.com,Niwot,CO,12957,9562,SparkFun Electronics,sales@sparkfun.com,Niwot,CO,Active,Active
15586,1429902,9476,Sparkhouse,info@sparkhouse.net,South Orange,NJ,1429902,9476,Sparkhouse,info@sparkhouse.net,South Orange,NJ,Active,Active
16302,1711817,T946,Sparkle Edge Cleaning Service Inc,Roberson@sparkleedge.com,Bridgewater,NJ,1711817,T946,Sparkle Edge Cleaning Service Inc,Roberson@sparkleedge.com,Bridgewater,NJ,Active,Active
1331,1331,1323,SPARKLE JANITORIAL SUPPLY CO.,,SOMERVILLE,NJ,1331,1323,SPARKLE JANITORIAL SUPPLY CO.,,SOMERVILLE,NJ,Inactive,Inactive
5492,5492,6340,SPARTA ELECTRIC SUPPLY CO.,,SPARTA,NJ,5492,6340,SPARTA ELECTRIC SUPPLY CO.,,SPARTA,NJ,Active,Active
2736,2736,2773,"SPARTAN CHEMICAL COMPANY, INC.",,Maumee,OH,2736,2773,"Spartan Chemical Company, Inc.",smoya@spartanchemical.com,Maumee,OH,Active,Active
12101,12176,X430,SPARTAN CONSTRUCTION INC.,,OAKHURST,NJ,12176,X430,SPARTAN CONSTRUCTION INC.,office@spartanconstructionnj.com,OAKHURST,NJ,Active,Active
4960,4960,5630,SPARTAN INDUSTRIES CORP.,,FARMINGDALE,NY,4960,5630,SPARTAN INDUSTRIES CORP.,,FARMINGDALE,NY,Inactive,Inactive
1612,1612,1614,SPEAKERKITS,,FLORAL PK,NY,1612,1614,SPEAKERKITS,,FLORAL PK,NY,Active,Active
2806,2806,2842,SPEAKMAN CO./PLUMBING SUPPLY,,RIO GRANDE,NJ,2806,2842,SPEAKMAN CO./PLUMBING SUPPLY,,RIO GRANDE,NJ,Active,Active
1292,1292,1281,SPEAR BROTHERS LUMBER,,WASHINGTONVILLE,NY,1292,1281,SPEAR BROTHERS LUMBER,,WASHINGTONVILLE,NY,Active,Active
4016,4016,4059,"SPECIAL EVENT SPECIALTIES, INC",,SOUTH ORANGE,NJ,4016,4059,"SPECIAL EVENT SPECIALTIES, INC",,SOUTH ORANGE,NJ,Active,Active
4207,4207,4262,SPECIAL TEES,,NEW WINDSOR,NY,4207,4262,SPECIAL TEES,,NEW WINDSOR,NY,Active,Active
15950,1711194,T761,"Special-T, LLC ",lisa@specialt.net,Alpharetta,GA,1711194,T761,"Special-T, LLC ",david@specialt.net,Alpharetta,GA,Active,Active
13677,14801,R325,SPECIALIZED FIRE & SECURITY INC.,,RIVERDALE,NJ,14801,R325,SPECIALIZED FIRE & SECURITY INC.,,RIVERDALE,NJ,Inactive,Inactive
5784,5784,6645,SPECIALIZED PRODUCTS CO,,NASHUA,NH,5784,6645,SPECIALIZED PRODUCTS CO,,NASHUA,NH,Active,Active
7919,7919,5179,SPECIALT'S,,FLEMINGTON,NJ,7919,5179,SPECIALT'S,,FLEMINGTON,NJ,Active,Active
14208,15616,6534,"Specialty Bulb Co., Inc.",luann@bulbspecialists.com,Bohemia,NY,15616,6534,"Specialty Bulb Co., Inc.",luann@bulbspecialists.com,Bohemia,NY,Active,Active
4612,4612,4686,SPECIALTY CLEANING & MAINT.,,ATLANTIC CITY,NJ,4612,4686,SPECIALTY CLEANING & MAINT.,,ATLANTIC CITY,NJ,Active,Active
16112,1711515,L085,"Specialty Disposal Services, Inc.",info@specialtydisposal.com,Mt. Lakes,NJ,1711515,L085,"Specialty Disposal Services, Inc.",info@specialtydisposal.com,Mt. Lakes,NJ,Active,Active
1719,1719,1728,SPECIALTY FLOORING SYSTEMS,,SOUTH PLAINFIELD,NJ,1719,1728,SPECIALTY FLOORING SYSTEMS,,SOUTH PLAINFIELD,NJ,Active,Active
13657,14724,5356,SPECIALTY GRAPHICS LLC,,CHERRY HILL,NJ,14724,5356,SPECIALTY GRAPHICS LLC,sales@specialtygraphics.net,CHERRY HILL,NJ,Active,Active
3690,3690,3716,SPECIALTY PRODUCTS & INST.,,MOUNTAINSIDE,NJ,3690,3716,SPECIALTY PRODUCTS & INST.,,MOUNTAINSIDE,NJ,Active,Active
8992,8992,4789,SPECIALTY SERVICES DIVISION,,LAVERGNE,TN,8992,4789,SPECIALTY SERVICES DIVISION,,LAVERGNE,TN,Active,Active
15371,1620920,9268,Specseats Int'l Corp. ,,East Rancho Dominguez,CA,1620920,9268,Specseats Int'l Corp. ,hh@specseats.com,East Rancho Dominguez,CA,Active,Active
3639,3639,3664,SPECTROWAX CORP,,BOSTON,MA,3639,3664,SPECTROWAX CORP,,BOSTON,MA,Active,Active
6631,6631,7618,SPECTRUM CORPORATION,,HOUSTON,TX,6631,7618,SPECTRUM CORPORATION,info@spectrumscoreboards.com,HOUSTON,TX,Active,Active
1681,1681,1686,"SPECTRUM INDUSTRIES, INC.",,CHIPPEWA FALLS,WI,1681,1686,"SPECTRUM INDUSTRIES, INC.",info@spectrumfurniture.com,CHIPPEWA FALLS,WI,Active,Active
14391,1117708,7672,SPEECH CORNER,sales@speechcorner.com,CHANDLER,AZ,1117708,7672,Speech Corner,sales@speechcorner.com,CHANDLER,AZ,Active,Active
4227,4227,4283,SPEEDCITY,,JACKSON,MS,4227,4283,SPEEDCITY,,JACKSON,MS,Inactive,Inactive
2184,2184,2204,SPEEDLINE ATHLETIC WEAR,,TAMPA,FL,2184,2204,SPEEDLINE ATHLETIC WEAR,,TAMPA,FL,Active,Active
13288,14170,R124,"Speedwell Electric Motors, Inc.",,Morristown,NJ,14170,R124,"Speedwell Electric Motors, Inc.",speedwelle@gmail.com,Morristown,NJ,Active,Active
7057,7057,8357,SPEEDWELL PAINT,,MORRISTOWN,NJ,7057,8357,SPEEDWELL PAINT,,MORRISTOWN,NJ,Active,Active
7049,7049,8349,SPEEDWELL PLUMBING,,MORRIS PLAINS,NJ,7049,8349,SPEEDWELL PLUMBING,,MORRIS PLAINS,NJ,Active,Active
6186,6186,7152,SPEITH ANDERSON USA,,FORT WORTH,TX,6186,7152,SPEITH ANDERSON USA,,FORT WORTH,TX,Active,Active
16343,1711873,T968,Sperry Electric LLC,sperryelectric@outlook.com,Rockaway,NJ,1711873,T968,Sperry Electric LLC,sperryelectric@outlook.com,Rockaway,NJ,Active,Active
15417,1620962,T483,"SPES Contracting, LLC",spescontracting@gmail.com,Paterson,NJ,1620962,T483,"SPES Contracting, LLC",spescontracting@gmail.com,Paterson,NJ,Active,Active
6263,6263,7228,SPIETH ANDERSON LTD,spiethandersonusa@airmail.net,FT. WORTH,TX,6263,7228,SPIETH ANDERSON LTD,spiethandersonusa@airmail.net,,,Inactive,Inactive
6185,6185,7151,"SPIETH ANDERSON USA, INC.",www.spiethanderson.com,FT WORTH,TX,6185,7151,"SPIETH ANDERSON USA, INC.",www.spiethanderson.com,,,Inactive,Inactive
6738,6738,7726,SPIETH-ANDERSON INT'L INC,,FRANKLIN,NY,6738,7726,SPIETH-ANDERSON INT'L INC,,FRANKLIN,NY,Inactive,Inactive
6698,6698,7685,SPIKE VOLLEYBALL,,TAMPA,FL,6698,7685,SPIKE VOLLEYBALL,,TAMPA,FL,Inactive,Inactive
14228,15280,6665,"SPIKE'S  TROPHIES, LIMITED",kurt@gospikes.com,Philadelphia,PA,15280,6665,"SPIKE'S  TROPHIES, LIMITED",kurt@gospikes.com,Philadelphia,PA,Active,Active
3615,3615,3639,SPILO BEAUTY SUPPLY,,LOS ANGELE3S,CA,3615,3639,SPILO BEAUTY SUPPLY,,LOS ANGELE3S,CA,Active,Active
154,154,0136,SPINMARKET SPORTS,,DES MOINES,IA,154,0136,SPINMARKET SPORTS,info@spinmarket.com,DES MOINES,IA,Active,Active
329,329,0307,"SPIRAL BINDING CO. ,INC.",MPERETZ@spiralbinding.com,TOTOWA,NJ,329,0307,"SPIRAL BINDING CO. ,INC.",fduran@spiralbinding.com,TOTOWA,NJ,Active,Active
5551,5551,6399,SPIRATONE INC.,,NEW YORK,NY,5551,6399,SPIRATONE INC.,,NEW YORK,NY,Active,Active
6311,6311,7277,SPIRIT BY LOGAN,,ELMWOOD PARK,IL,6311,7277,SPIRIT BY LOGAN,,ELMWOOD PARK,IL,Active,Active
8618,8618,4810,SPIRIT LINE,,SOUTH WITLEY,IN,8618,4810,SPIRIT LINE,,SOUTH WITLEY,IN,Active,Active
11501,11019,8206,SPIRIT SIGNS,,FORT WORTH,TX,11019,8206,SPIRIT SIGNS,csr@spirit-signs.com,FORT WORTH,TX,Active,Active
6980,11019,8206,SPIRIT SIGNS,csr@spirit-signs.com,FORT WORTH,TX,11019,8206,SPIRIT SIGNS,csr@spirit-signs.com,FORT WORTH,TX,Active,Active
3175,3175,3203,SPIRO WALLACH DIV. UNISOURSE,,FARMINGDALE,NY,3175,3203,SPIRO WALLACH DIV. UNISOURSE,,FARMINGDALE,NY,Active,Active
14432,1117762,R726,Spitale Construction Resources Inc.,,Yorktown Heights,NY,1117762,R726,Spitale Construction Resources Inc.,eric@scrinc.co,Yorktown Heights,NY,Active,Active
6141,6141,7109,SPORT ABOUT SPORTING GOODS,,RANDOLPH,NJ,6141,7109,SPORT ABOUT SPORTING GOODS,,RANDOLPH,NJ,Active,Active
9277,9277,5571,SPORT CHATEL TEAM SALES,,VAN NUYS,CA,9277,5571,SPORT CHATEL TEAM SALES,,VAN NUYS,CA,Active,Active
6155,6155,7123,SPORT FILMS,,PATERSON,NJ,6155,7123,SPORT FILMS,,PATERSON,NJ,Active,Active
4416,4416,4482,SPORT MATS,,WALDWICK,NJ,4416,4482,SPORT MATS,,WALDWICK,NJ,Active,Active
13002,13743,1096,"SPORT PROS USA, INC.",coach@sportprousa.com,WYCKOFF,NJ,13743,1096,"SPORT PROS USA, INC.",coach@sportprosusa.com,WYCKOFF,NJ,Active,Active
16225,1429875,9842,Sport Scope,dziegler@sportscopevideo.com,Spokane Valley,WA,1429875,9842,Sport Scope,dziegler@sportscopevideo.com,Spokane Valley,WA,Active,Active
2906,2906,2943,SPORT SHACK SPORTING GOODS,,BABYLON VILLAGE,NY,2906,2943,SPORT SHACK SPORTING GOODS,,BABYLON VILLAGE,NY,Active,Active
6343,6343,7309,SPORT SHOP INC.,,MILFORD,NH,6343,7309,SPORT SHOP INC.,,MILFORD,NH,Active,Active
8150,8150,1657,SPORT SPECIALTIES,,HADDON HEIGHTS,NJ,8150,1657,SPORT SPECIALTIES,writzius@aol.com,HADDON HEIGHTS,NJ,Active,Active
1645,1645,1647,SPORT SPECIALTY,,HADDON HEIGHTS,NJ,1645,1647,SPORT SPECIALTY,,HADDON HEIGHTS,NJ,Active,Active
14370,61715,R698,SPORT SYSTEMS INC.,kevintannahill@ssci.ca,Wilmington,DE,61715,R698,SPORT SYSTEMS INC.,tinachisamore@ssci.ca,Wilmington,DE,Active,Active
4256,4256,4312,"Sport's Time, Inc.",peter@sportstimenj.com,NORWOOD,NJ,4256,4312,"Sport's Time, Inc.",peter@sportstimenj.com,NORWOOD,NJ,Active,Active
15290,1614972,T415,Sport-Tech Construction Corp.,Beth@sporttechconstruction.com,Brewster,NY,1614972,T415,Sport-Tech Construction Corp.,Beth@sporttechconstruction.com,Brewster,NY,Active,Active
12879,13112,0172,SPORT-TEK USA,,,  ,13112,0172,SPORT-TEK USA,,,,Active,Active
188,13112,0172,SPORT-TEK USA,,,  ,13112,0172,SPORT-TEK USA,,,,Active,Active
